,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,주건물 지붕특성,불난 후 상태
0,사계 2리동 회관,,,,,,,,,,
368,0,0.0,0.0,1.0,23.06,0.06,110.07,1.1,2.5,0.0,0.0
369,0,0.0,0.0,1.0,10.44,12.14,68.54,1.1,2.5,0.0,0.0
370,1,1.0,2.6,2.0,9.61,18.97,31.44,1.1,2.5,1.0,0.0
371,0,0.0,0.0,1.0,0.0,0.06,35.68,1.4,2.0,1.0,0.0
372,1,1.0,4.1,2.0,0.0,0.0,29.95,1.4,2.0,1.0,0.0
373,2,3.0,2.7,5.0,3.86,9.23,47.0,1.3,2.0,1.0,0.0
374,2,2.0,2.7,9.0,8.56,13.76,90.84,1.3,2.0,0.0,0.0
375,0,0.0,0.0,1.0,5.47,2.03,29.76,1.3,1.6,1.0,0.0
376,1,1.0,2.3,1.0,4.57,0.06,39.69,1.4,1.6,,2.0
377,1,1.0,2.3,1.0,4.62,0.09,18.65,1.4,1.6,1.0,0.0
378,2,2.0,2.3,1.0,4.57,0.0,56.91,1.3,1.6,1.0,0.0
379,2,2.0,2.3,1.0,4.58,0.09,19.48,1.3,1.6,1.0,0.0
380,1,1.0,3.1,1.0,4.91,0.0,48.73,1.3,1.6,1.0,2.0
381,1,1.0,3.1,1.0,4.97,0.06,42.34,1.3,1.6,1.0,0.0
382,1,1.0,1.5,1.0,1.6,0.06,23.53,1.3,1.6,1.0,0.0
383,1,1.0,3.4,1.0,7.98,31.25,43.55,1.5,1.6,1.0,0.0
384,1,1.0,3.4,0.0,6.59,31.25,68.56,1.5,1.6,0.0,0.0
385,1,1.0,3.4,1.0,7.03,31.25,20.79,1.5,1.6,0.0,0.0
386,1,1.0,3.4,2.0,7.17,31.25,109.08,1.4,1.5,0.0,0.0
387,0,0.0,0.0,0.0,2.9,31.25,22.81,1.5,1.6,1.0,0.0
388,0,0.0,0.0,0.0,0.52,31.25,20.74,1.5,1.6,1.0,0.0
389,0,0.0,0.0,0.0,0.1,31.25,30.96,1.5,1.6,1.0,0.0
390,0,0.0,0.0,2.0,1.38,31.25,77.41,1.4,1.5,1.0,0.0
391,0,0.0,0.0,3.0,1.44,31.25,25.17,1.4,1.5,1.0,0.0
392,0,0.0,0.0,3.0,1.34,31.25,30.64,1.4,1.5,1.0,0.0
393,1,1.0,4.4,4.0,5.84,31.25,7.11,1.4,1.5,1.0,0.0
394,0,0.0,0.0,3.0,1.34,31.25,30.64,1.4,1.5,1.0,0.0
395,2,2.0,3.9,4.0,8.19,0.09,64.84,1.4,1.5,0.0,0.0
396,3,3.0,3.8,4.0,8.64,3.96,18.65,1.4,1.5,1.0,0.0
397,2,2.0,2.6,3.0,10.24,35.14,43.96,1.5,1.6,1.0,0.0
398,4,5.0,1.7,3.0,9.18,60.79,35.68,1.5,1.6,1.0,0.0
399,4,5.0,1.7,3.0,9.43,53.89,19.63,1.5,1.6,1.0,0.0
400,3,3.0,3.8,4.0,13.58,24.22,75.6,1.4,1.5,0.0,0.0
401,3,3.0,3.8,4.0,14.34,15.33,15.16,1.4,1.5,1.0,0.0
402,3,3.0,1.7,4.0,14.02,43.91,33.78,1.4,1.6,1.0,0.0
403,2,3.0,1.7,4.0,13.4,81.72,42.68,1.5,1.6,1.0,0.0
404,2,3.0,1.7,4.0,18.72,74.47,15.55,1.5,1.6,1.0,0.0
405,3,3.0,1.7,4.0,15.86,54.51,33.26,1.5,1.6,0.0,0.0
406,3,3.0,1.7,4.0,19.43,63.73,31.8,1.4,1.5,1.0,2.0
407,1,1.0,3.8,4.0,15.04,49.11,63.39,1.4,1.5,1.0,0.0
408,2,2.0,3.2,3.0,12.46,47.9,20.16,1.4,1.5,1.0,0.0
409,1,1.0,3.8,4.0,18.28,60.19,72.58,1.4,1.5,1.0,0.0
410,1,1.0,3.2,4.0,19.4,58.03,8.77,1.4,1.5,1.0,0.0
411,0,0.0,0.0,3.0,1.34,31.25,30.64,1.4,1.5,1.0,0.0
412,2,2.0,9.3,2.0,0.0,38.82,36.63,1.3,1.4,1.0,0.0
413,2,2.0,9.3,2.0,0.0,33.76,5.14,1.3,1.4,1.0,0.0
414,2,2.0,9.3,2.0,0.0,38.53,28.51,1.3,1.4,1.0,0.0
415,2,2.0,9.3,2.0,0.0,32.04,53.45,1.3,1.4,1.0,0.0
416,2,2.0,9.3,2.0,0.0,31.1,65.43,1.3,1.4,1.0,0.0
417,2,2.0,9.3,2.0,0.0,33.29,24.21,1.3,1.4,1.0,0.0
418,2,2.0,9.3,2.0,0.0,29.88,30.46,1.3,1.4,1.0,0.0
419,2,2.0,9.3,2.0,0.0,22.08,116.63,1.3,1.4,0.0,0.0
420,1,1.0,10.7,2.0,0.0,24.49,116.64,1.3,1.4,1.0,0.0
421,2,2.0,10.5,3.0,0.0,29.24,111.15,1.3,1.4,0.0,0.0
422,2,2.0,10.5,4.0,0.05,36.14,146.38,1.3,1.3,1.0,0.0
423,2,2.0,10.5,4.0,0.05,40.03,50.54,1.3,1.3,1.0,0.0
424,2,2.0,10.5,4.0,0.05,44.27,85.36,1.3,1.3,1.0,0.0
425,2,2.0,10.5,5.0,0.04,50.33,52.88,1.3,1.3,1.0,0.0
426,2,2.0,10.5,6.0,0.04,51.01,67.54,1.2,1.3,1.0,0.0
427,0,0.0,0.0,0.0,0.6,42.35,9.6,1.2,1.4,1.0,0.0
428,0,0.0,0.0,0.0,0.59,40.01,11.06,1.2,1.4,1.0,0.0
429,0,0.0,0.0,0.0,0.86,1.37,5.88,1.3,1.4,1.0,0.0
430,0,0.0,0.0,0.0,0.79,1.82,60.48,1.3,1.4,1.0,0.0
431,0,0.0,0.0,0.0,0.74,5.87,14.76,1.3,1.4,1.0,0.0
432,0,0.0,0.0,0.0,0.0,0.06,111.48,1.3,1.5,1.0,0.0
433,1,1.0,2.3,1.0,0.0,0.09,48.43,1.3,1.5,1.0,0.0
434,2,2.0,2.3,0.0,0.0,0.06,44.06,1.3,1.5,0.0,0.0
435,1,1.0,2.3,1.0,0.0,0.09,46.56,1.3,1.5,1.0,0.0
436,1,1.0,3.8,0.0,0.0,0.09,37.2,1.3,1.5,1.0,2.0
437,1,1.0,2.3,2.0,0.0,0.0,92.16,1.3,1.5,1.0,0.0
438,1,1.0,2.3,2.0,0.0,0.06,91.24,1.3,1.5,1.0,0.0
439,1,1.0,3.8,0.0,0.0,0.06,22.9,1.3,1.5,1.0,0.0
440,1,1.0,3.8,0.0,0.0,0.06,15.18,1.3,1.5,1.0,0.0
441,1,1.0,3.8,0.0,0.0,0.06,22.03,1.3,1.5,1.0,2.0
442,1,1.0,3.8,0.0,0.0,0.09,43.04,1.3,1.5,1.0,2.0
443,1,1.0,3.8,0.0,0.0,0.0,29.55,1.3,1.4,1.0,2.0
444,0,0.0,0.0,10.0,49.31,62.96,149.33,1.2,1.8,0.0,0.0
445,2,3.0,0.6,1.0,0.0,25.08,25.27,1.1,1.8,1.0,0.0
446,1,3.0,0.6,1.0,0.0,16.83,30.64,1.1,1.8,0.0,0.0
447,0,0.0,0.0,1.0,0.28,0.06,59.47,1.0,1.7,0.0,2.0
448,0,0.0,0.0,1.0,10.36,0.09,14.04,1.6,1.9,1.0,0.0
449,1,1.0,1.7,1.0,9.13,0.06,8.64,1.6,1.9,1.0,0.0
450,2,2.0,2.4,4.0,0.0,39.92,42.12,1.1,1.6,1.0,2.0
451,2,2.0,3.3,2.0,0.0,59.66,97.34,1.0,1.3,0.0,2.0
452,0,0.0,0.0,1.0,0.0,0.06,22.44,1.1,1.3,1.0,0.0
453,1,1.0,2.6,1.0,0.0,0.06,19.64,1.0,1.3,1.0,0.0
454,1,1.0,2.6,1.0,0.0,2.82,65.98,1.0,1.3,1.0,0.0
455,1,1.0,2.6,1.0,18.63,4.09,12.95,1.0,1.3,1.0,0.0
456,1,1.0,2.6,2.0,32.13,8.31,108.86,1.0,1.2,1.0,0.0
457,3,3.0,2.7,4.0,0.04,0.09,27.75,1.2,1.4,1.0,0.0
458,0,0.0,0.0,4.0,0.04,0.06,24.62,1.1,1.3,1.0,0.0
459,0,0.0,0.0,4.0,0.04,0.0,17.63,1.1,1.3,1.0,0.0
460,0,0.0,0.0,4.0,0.04,0.06,10.8,1.1,1.3,0.0,0.0
461,0,0.0,0.0,4.0,0.04,0.06,69.47,1.1,1.3,1.0,2.0
462,0,0.0,0.0,5.0,0.04,0.0,14.69,1.1,1.3,1.0,0.0
463,0,0.0,0.0,5.0,0.04,0.06,10.45,1.1,1.3,0.0,0.0
464,0,0.0,0.0,4.0,0.04,0.09,12.95,1.1,1.3,1.0,2.0
465,0,0.0,0.0,2.0,0.0,0.06,49.94,1.0,1.1,1.0,2.0
466,1,1.0,2.2,2.0,0.56,3.87,69.38,0.9,1.1,0.0,0.0
467,,,,,,,,0.0,0.0,1.0,0.0
468,1,3.0,2.2,2.0,0.63,11.19,29.74,0.9,1.1,0.0,2.0
469,1,1.0,1.9,2.0,0.0,5.68,25.98,0.9,1.1,1.0,0.0
470,1,1.0,1.9,2.0,0.0,5.44,69.26,0.9,1.1,0.0,2.0
471,0,1.0,1.9,1.0,0.0,0.09,45.03,0.9,1.1,1.0,2.0
472,1,1.0,1.9,2.0,0.0,8.38,50.37,0.9,1.1,1.0,0.0
473,1,1.0,1.9,1.0,0.0,0.0,54.72,0.9,1.1,1.0,0.0
474,0,0.0,0.0,2.0,0.0,0.09,19.48,0.9,1.1,1.0,2.0
475,0,0.0,0.0,4.0,1.27,0.06,72.58,0.9,1.0,1.0,0.0
476,0,0.0,0.0,2.0,2.85,0.09,41.28,0.9,1.0,1.0,0.0
477,1,3.0,4.2,2.0,0.0,30.05,50.8,1.0,1.1,0.0,0.0
478,1,3.0,4.2,3.0,0.0,29.57,88.73,1.0,1.1,1.0,0.0
479,1,3.0,4.2,3.0,0.0,30.03,53.28,1.0,1.1,1.0,0.0
480,1,3.0,4.2,3.0,0.0,25.41,59.88,1.0,1.1,1.0,0.0
481,0,0.0,0.0,4.0,0.99,1.79,25.4,0.9,1.0,1.0,2.0
482,0,0.0,0.0,4.0,0.99,0.0,91.24,0.9,1.0,1.0,0.0
483,0,0.0,0.0,4.0,1.14,0.09,58.62,0.9,1.0,0.0,0.0
484,1,3.0,4.2,3.0,0.0,36.13,21.34,1.0,1.1,1.0,0.0
485,1,3.0,4.2,3.0,0.0,29.13,80.08,1.0,1.1,1.0,0.0
486,3,3.0,4.2,3.0,0.0,19.42,26.61,1.0,1.0,1.0,0.0
487,0,0.0,0.0,4.0,0.88,0.09,224.94,0.9,1.0,0.0,0.0
488,1,1.0,3.9,5.0,0.86,7.19,108.29,0.9,1.0,0.0,0.0
489,1,1.0,9.2,4.0,0.01,13.48,181.58,0.9,1.0,1.0,0.0
490,1,1.0,3.9,5.0,0.77,16.93,112.69,0.9,1.0,0.0,0.0
491,1,1.0,9.2,4.0,0.0,26.84,84.24,0.9,1.0,1.0,0.0
492,4,4.0,3.9,4.0,0.21,16.77,65.43,0.9,1.0,0.0,0.0
493,3,4.0,3.9,5.0,0.25,22.03,95.04,0.9,1.0,0.0,2.0
494,2,3.0,1.6,5.0,1.02,14.12,107.65,0.9,1.0,1.0,0.0
495,1,3.0,1.6,7.0,1.36,14.71,35.29,0.9,1.0,1.0,0.0
496,3,4.0,3.9,5.0,0.22,25.69,17.58,0.9,1.0,1.0,2.0
497,3,4.0,3.9,5.0,0.53,32.25,92.51,0.9,1.0,0.0,0.0
498,3,3.0,1.6,6.0,0.84,23.06,121.62,0.9,1.0,1.0,2.0
499,4,4.0,1.6,8.0,1.31,27.56,75.24,0.9,1.0,1.0,1.0
500,3,4.0,3.9,5.0,0.59,39.24,104.03,0.9,1.0,1.0,0.0
501,4,4.0,3.9,6.0,0.62,40.89,41.21,0.9,1.0,1.0,0.0
502,0,0.0,0.0,0.0,0.0,0.0,60.13,0.9,1.1,1.0,2.0
503,1,1.0,1.8,2.0,0.0,0.06,71.54,0.9,1.1,1.0,1.0
504,1,1.0,1.8,2.0,0.0,0.0,29.15,0.9,1.1,1.0,2.0
505,1,1.0,1.8,2.0,0.0,0.06,69.26,0.9,1.1,1.0,2.0
506,0,0.0,0.0,2.0,0.0,0.0,20.74,0.9,1.0,1.0,0.0
507,0,0.0,0.0,2.0,0.0,0.06,21.77,0.9,1.0,1.0,2.0
508,0,0.0,0.0,1.0,0.0,0.09,48.31,1.0,1.2,0.0,0.0
509,0,0.0,0.0,1.0,0.0,0.06,42.6,1.0,1.2,1.0,2.0
510,0,0.0,0.0,1.0,0.0,0.09,27.86,1.0,1.2,1.0,2.0
511,0,0.0,0.0,1.0,0.0,0.09,70.98,1.0,1.2,0.0,0.0
512,2,2.0,3.3,2.0,0.0,0.09,74.29,1.0,1.2,1.0,2.0
513,2,2.0,3.3,2.0,0.0,0.06,19.15,1.0,1.2,1.0,2.0
514,2,2.0,2.3,2.0,0.0,14.32,25.57,0.9,1.1,0.0,0.0
515,1,1.0,3.3,2.0,0.0,13.21,23.03,0.9,1.1,0.0,2.0
516,2,2.0,2.3,2.0,0.0,20.9,34.26,0.9,1.1,0.0,2.0
517,1,2.0,3.3,2.0,0.0,8.38,64.63,0.9,1.1,1.0,0.0
518,0,0.0,0.0,0.0,0.0,0.06,29.64,0.9,1.2,1.0,2.0
519,0,0.0,0.0,0.0,0.07,0.09,62.37,0.9,1.2,0.0,0.0
520,0,0.0,0.0,0.0,0.06,0.06,61.78,0.9,1.2,0.0,0.0
521,0,0.0,0.0,1.0,0.06,0.09,18.65,0.9,1.2,1.0,0.0
522,0,0.0,0.0,2.0,0.06,0.06,14.28,0.9,1.1,1.0,2.0
523,0,0.0,0.0,3.0,0.06,0.0,46.77,0.9,1.1,1.0,2.0
524,0,0.0,0.0,5.0,0.06,0.06,67.48,0.9,1.1,0.0,2.0
525,0,0.0,0.0,5.0,0.06,0.0,36.29,0.9,1.1,1.0,2.0
526,0,0.0,0.0,4.0,0.06,4.09,29.72,0.9,1.1,1.0,2.0
527,0,0.0,0.0,3.0,0.06,0.09,18.65,0.9,1.1,1.0,2.0
528,0,0.0,0.0,5.0,0.06,0.56,31.05,0.9,1.1,0.0,2.0
529,0,0.0,0.0,4.0,0.06,0.0,35.94,0.9,1.1,0.0,2.0
530,0,0.0,0.0,3.0,0.06,0.09,33.65,0.9,1.1,1.0,2.0
531,0,0.0,0.0,5.0,0.06,0.06,52.62,0.9,1.1,1.0,2.0
532,0,0.0,0.0,5.0,0.07,0.06,71.48,0.9,1.1,1.0,2.0
533,0,0.0,0.0,5.0,0.07,0.0,80.29,0.9,1.1,1.0,2.0
534,0,0.0,0.0,5.0,0.07,8.91,91.01,0.9,1.1,1.0,2.0
535,0,0.0,0.0,0.0,0.31,2.04,30.74,0.9,1.5,1.0,2.0
536,0,0.0,0.0,0.0,0.01,0.06,23.5,0.9,1.5,1.0,0.0
537,0,0.0,0.0,0.0,0.06,0.06,22.38,0.9,1.5,1.0,2.0
538,0,0.0,0.0,1.0,0.01,0.06,26.96,1.0,1.5,1.0,0.0
539,0,0.0,0.0,4.0,53.47,133.39,7.29,0.7,1.6,1.0,0.0
540,0,0.0,0.0,4.0,54.82,125.98,8.64,0.7,1.6,1.0,0.0
541,0,0.0,0.0,3.0,60.19,136.49,10.6,0.8,1.5,1.0,0.0
542,0,0.0,0.0,6.0,60.07,110.42,38.65,0.7,1.5,0.0,0.0
543,0,0.0,0.0,3.0,61.5,132.2,9.22,0.8,1.5,1.0,0.0
544,2,3.0,2.1,5.0,64.48,119.03,51.84,0.8,1.5,0.0,0.0
545,3,3.0,3.2,7.0,60.21,75.44,90.98,0.7,1.5,0.0,0.0
546,3,3.0,3.2,7.0,57.08,71.79,52.53,0.7,1.5,1.0,2.0
547,1,3.0,2.1,6.0,67.46,100.19,41.86,0.8,1.5,0.0,0.0
548,1,3.0,2.1,6.0,67.67,100.65,55.35,0.8,1.5,0.0,0.0
549,1,3.0,2.1,6.0,67.94,100.44,40.09,0.8,1.5,0.0,0.0
550,2,3.0,2.1,7.0,72.67,80.21,96.97,0.7,1.5,1.0,0.0
551,1,1.0,2.1,7.0,74.88,71.04,38.88,0.7,1.5,1.0,0.0
552,4,4.0,3.2,9.0,60.68,45.82,20.78,0.7,1.5,1.0,0.0
553,3,6.0,2.5,7.0,27.27,27.9,10.27,0.6,1.5,1.0,0.0
554,1,1.0,4.5,8.0,65.86,39.99,12.44,0.7,1.4,1.0,0.0
555,2,2.0,1.3,7.0,0.79,0.09,64.41,0.5,1.2,0.0,0.0
556,2,2.0,1.3,11.0,0.65,0.0,37.09,0.5,1.2,0.0,2.0
557,0,0.0,0.0,3.0,0.66,0.0,55.12,0.5,1.2,0.0,0.0
558,0,0.0,0.0,3.0,0.67,0.0,57.02,0.5,1.2,0.0,0.0
559,0,0.0,0.0,2.0,0.0,0.06,44.35,0.6,1.0,1.0,2.0
560,2,2.0,2.1,3.0,0.0,6.09,26.44,0.6,1.0,1.0,0.0
561,2,2.0,2.1,3.0,0.0,0.09,37.4,0.6,1.0,1.0,0.0
562,2,2.0,2.1,3.0,0.0,2.58,70.5,0.6,1.0,0.0,0.0
563,2,2.0,2.1,4.0,0.01,17.62,22.98,0.6,1.0,1.0,0.0
564,2,2.0,2.1,5.0,0.0,26.34,75.17,0.6,1.0,0.0,0.0
565,3,3.0,1.6,3.0,0.0,0.09,34.52,0.5,1.0,1.0,0.0
566,3,3.0,1.6,4.0,0.0,3.31,38.81,0.5,1.0,0.0,0.0
567,3,3.0,1.6,3.0,0.0,0.09,36.94,0.5,1.0,1.0,0.0
568,3,3.0,1.6,4.0,0.46,17.51,77.11,0.5,1.0,1.0,0.0
569,1,1.0,4.9,5.0,0.48,48.36,122.43,0.6,1.0,0.0,0.0
570,1,1.0,2.0,5.0,0.72,33.1,601.47,0.5,1.0,0.0,0.0
571,1,1.0,2.2,1.0,0.0,28.3,46.79,0.4,0.8,1.0,2.0
572,0,0.0,0.0,0.0,0.0,0.0,23.04,0.4,0.9,1.0,2.0
573,0,0.0,0.0,1.0,0.0,13.54,30.84,0.4,0.8,1.0,2.0
574,1,1.0,2.2,1.0,0.0,39.93,13.22,0.4,0.8,1.0,2.0
575,1,3.0,1.1,1.0,0.0,12.94,36.53,0.4,0.8,1.0,0.0
576,0,2.0,1.1,1.0,0.0,16.0,42.48,0.4,0.8,1.0,2.0
577,0,2.0,1.1,1.0,0.0,4.67,29.03,0.4,0.8,1.0,2.0
578,0,0.0,0.0,1.0,0.0,38.07,279.24,0.4,0.8,0.0,0.0
579,0,0.0,0.0,1.0,0.14,29.64,364.77,0.4,0.8,1.0,0.0
580,0,0.0,0.0,1.0,0.0,12.38,264.38,0.4,0.8,0.0,0.0
581,3,3.0,2.3,2.0,0.73,34.62,43.5,0.4,0.8,1.0,2.0
582,1,1.0,2.8,2.0,0.26,24.71,33.16,0.3,0.8,1.0,2.0
583,0,0.0,0.0,1.0,95.89,4.81,166.52,0.2,0.5,0.0,0.0
584,0,0.0,0.0,3.0,93.63,0.62,160.7,0.2,0.5,0.0,0.0
585,0,0.0,0.0,4.0,91.95,0.09,153.72,0.2,0.5,0.0,0.0
586,0,0.0,0.0,5.0,89.38,0.09,129.1,0.2,0.5,0.0,0.0
587,0,0.0,0.0,4.0,83.97,6.9,369.1,0.2,0.5,1.0,0.0
588,0,0.0,0.0,4.0,82.65,1.64,374.23,0.2,0.5,1.0,0.0
589,1,1.0,1.6,5.0,83.65,0.09,265.32,0.1,0.5,1.0,0.0
590,3,3.0,2.9,6.0,65.04,4.38,21.43,0.1,0.6,1.0,2.0
591,3,8.0,1.6,5.0,73.58,0.06,7.29,0.1,0.5,1.0,0.0
592,1,1.0,1.6,5.0,68.53,1.09,69.81,0.1,0.5,1.0,0.0
593,4,3.0,1.6,6.0,64.63,0.09,40.62,0.1,0.5,0.0,2.0
594,0,0.0,0.0,5.0,59.73,9.99,87.48,0.1,0.5,0.0,0.0
595,0,0.0,0.0,6.0,53.91,28.45,57.02,0.1,0.5,0.0,2.0
596,0,0.0,0.0,6.0,49.77,25.3,67.56,0.1,0.5,0.0,0.0
597,1,1.0,3.6,5.0,48.74,31.02,25.39,0.1,0.5,1.0,0.0
598,0,0.0,0.0,3.0,0.0,31.25,25.72,0.1,0.3,1.0,2.0
599,0,0.0,0.0,2.0,0.0,31.25,169.65,0.1,0.3,1.0,0.0
600,0,0.0,0.0,2.0,0.0,31.25,27.72,0.1,0.3,0.0,0.0
601,0,0.0,0.0,2.0,0.0,31.25,71.06,0.1,0.3,,0.0
602,1,1.0,8.3,2.0,0.0,31.25,15.32,0.1,0.3,1.0,0.0
603,1,1.0,8.5,4.0,0.0,31.25,97.78,0.0,0.3,1.0,0.0
604,2,2.0,4.2,4.0,0.0,31.25,67.28,0.0,0.3,0.0,0.0
605,2,2.0,4.2,5.0,0.0,31.25,130.72,0.0,0.3,0.0,0.0
606,3,5.0,4.0,3.0,93.75,31.25,118.8,0.1,0.3,1.0,0.0
607,3,5.0,4.0,3.0,93.75,31.25,375.38,0.1,0.3,0.0,0.0
608,3,5.0,4.0,3.0,93.75,31.25,180.58,0.0,0.3,0.0,0.0
609,3,3.0,4.0,4.0,62.83,31.25,790.27,0.0,0.3,0.0,0.0
610,2,2.0,4.0,3.0,93.75,31.25,752.54,0.0,0.2,1.0,0.0
611,0,0.0,0.0,2.0,93.75,31.25,263.3,0.0,0.2,0.0,0.0
612,0,0.0,0.0,0.0,37.61,31.25,65.43,0.3,0.5,,0.0
613,0,0.0,0.0,0.0,37.61,31.25,165.6,0.3,0.4,0.0,0.0
614,1,1.0,2.7,5.0,15.23,31.25,16.63,0.2,0.4,1.0,0.0
615,1,1.0,1.7,0.0,0.0,31.25,157.25,0.2,0.4,0.0,0.0
616,2,3.0,1.7,1.0,3.4,31.25,83.2,0.2,0.4,0.0,0.0
617,0,0.0,0.0,5.0,13.05,31.25,7.86,0.2,0.4,1.0,0.0
618,2,3.0,1.7,2.0,0.0,31.25,75.51,0.2,0.4,1.0,0.0
619,3,3.0,3.3,7.0,0.9,31.25,166.23,0.1,0.4,1.0,0.0
620,3,3.0,3.6,10.0,96.73,31.25,106.2,0.1,0.2,1.0,0.0
621,3,3.0,3.6,12.0,96.73,31.25,29.38,0.1,0.2,0.0,0.0
622,1,1.0,4.9,13.0,96.73,31.25,112.28,0.1,0.2,1.0,0.0
623,2,2.0,5.3,13.0,96.74,31.25,201.8,0.1,0.1,0.0,0.0
624,2,5.0,2.0,16.0,98.75,31.25,157.59,0.1,0.1,0.0,0.0
625,0,0.0,0.0,12.0,98.94,31.25,367.63,0.2,0.2,0.0,0.0
626,4,6.0,2.0,15.0,98.94,31.25,95.39,0.1,0.1,1.0,0.0
627,3,3.0,3.5,12.0,98.94,31.25,205.46,0.1,0.1,0.0,0.0
628,1,1.0,5.3,3.0,7.8,31.25,65.52,0.0,0.2,1.0,0.0
629,2,2.0,5.3,3.0,19.56,31.25,60.65,0.0,0.2,0.0,0.0
630,3,3.0,5.3,3.0,38.31,31.25,223.17,0.0,0.2,0.0,0.0
631,4,5.0,4.4,4.0,41.45,31.25,114.51,0.0,0.1,0.0,0.0
632,3,3.0,5.3,4.0,50.9,31.25,211.46,0.0,0.2,0.0,0.0
633,1,1.0,4.4,4.0,0.0,31.25,449.7,0.1,0.1,0.0,0.0
634,4,4.0,2.1,5.0,95.84,31.25,233.27,0.2,0.2,0.0,0.0
635,2,2.0,2.1,5.0,54.32,31.25,418.06,0.1,0.2,0.0,0.0
636,1,1.0,5.3,2.0,87.99,31.25,25.04,0.2,0.2,0.0,0.0
637,0,0.0,0.0,0.0,0.0,46.01,40.32,0.8,0.9,1.0,0.0
638,1,1.0,2.5,0.0,0.0,23.51,55.96,0.7,0.9,1.0,0.0
639,0,1.0,0.7,0.0,0.0,37.39,76.49,0.8,0.9,1.0,0.0
640,1,1.0,2.5,0.0,0.0,0.0,55.64,0.7,0.9,0.0,0.0
641,1,1.0,2.5,0.0,0.0,0.09,94.39,0.7,0.8,1.0,0.0
642,1,1.0,2.5,0.0,0.0,0.06,35.42,0.7,0.8,0.0,0.0
643,1,1.0,2.5,0.0,0.0,0.06,33.26,0.7,0.9,0.0,0.0
644,1,1.0,2.5,0.0,0.0,0.06,21.72,0.7,0.8,1.0,0.0
645,0,0.0,0.0,0.0,0.0,0.0,35.77,0.7,0.9,1.0,0.0
646,0,0.0,0.0,0.0,0.0,0.09,77.69,0.7,0.8,0.0,0.0
647,0,0.0,0.0,0.0,0.0,0.0,38.71,0.7,0.8,1.0,0.0
648,0,0.0,0.0,0.0,0.0,0.0,38.71,0.7,0.9,0.0,0.0
649,0,0.0,0.0,0.0,0.0,0.06,10.66,0.8,0.9,1.0,2.0
650,0,0.0,0.0,0.0,0.0,0.06,49.54,0.8,0.9,0.0,0.0
651,0,0.0,0.0,0.0,0.0,0.06,54.17,0.8,0.9,0.0,0.0
652,0,0.0,0.0,0.0,0.0,0.0,20.56,0.8,0.9,1.0,2.0
653,0,0.0,0.0,3.0,0.66,1.43,116.01,0.7,0.9,0.0,0.0
654,1,1.0,4.3,3.0,0.0,7.19,74.52,0.7,0.9,0.0,2.0
655,0,0.0,0.0,0.0,0.0,0.06,79.46,0.8,0.9,1.0,1.0
656,0,0.0,0.0,0.0,0.0,0.06,117.85,0.8,0.9,1.0,1.0
657,1,1.0,4.3,4.0,0.0,6.84,31.29,0.7,0.8,1.0,2.0
658,1,1.0,6.3,2.0,0.0,0.06,136.89,0.8,0.9,1.0,1.0
659,1,1.0,6.3,3.0,0.0,0.09,110.81,0.8,0.9,0.0,1.0
660,0,0.0,0.0,3.0,0.0,0.06,115.17,0.8,0.9,0.0,1.0
661,1,1.0,6.3,2.0,0.0,4.56,124.32,0.8,0.9,1.0,1.0
662,1,1.0,6.3,3.0,0.0,5.3,137.59,0.7,0.8,1.0,1.0
663,1,1.0,12.1,3.0,5.11,11.56,59.1,0.8,0.9,1.0,2.0
664,1,1.0,12.1,3.0,4.48,33.52,135.43,0.8,0.9,0.0,0.0
665,1,1.0,12.1,3.0,1.31,22.27,133.42,0.8,0.8,1.0,2.0
666,1,1.0,3.4,2.0,0.5,0.0,38.02,0.8,1.1,1.0,2.0
667,1,1.0,3.4,2.0,0.46,0.0,33.12,0.8,1.1,0.0,2.0
668,1,1.0,3.4,2.0,0.41,0.06,33.7,0.8,1.1,1.0,2.0
669,1,1.0,3.4,2.0,0.43,0.06,26.21,0.8,1.1,1.0,2.0
670,1,1.0,3.4,2.0,0.4,0.06,44.18,0.8,1.1,0.0,2.0
671,0,0.0,0.0,0.0,0.0,1.38,13.58,0.8,1.1,0.0,0.0
672,0,0.0,0.0,0.0,0.09,0.0,35.48,0.8,1.1,1.0,2.0
673,0,0.0,0.0,0.0,0.03,0.06,35.19,0.8,1.1,1.0,0.0
674,0,0.0,0.0,4.0,0.0,0.09,45.03,0.7,1.3,1.0,0.0
675,0,0.0,0.0,7.0,0.0,0.09,72.36,0.8,1.2,1.0,2.0
676,0,0.0,0.0,0.0,0.46,0.06,387.04,0.4,0.5,0.0,0.0
677,0,0.0,0.0,3.0,0.39,0.06,68.75,0.5,0.5,0.0,2.0
678,0,0.0,0.0,3.0,0.39,0.06,212.28,0.4,0.5,0.0,0.0
679,0,0.0,0.0,3.0,0.38,0.09,42.64,0.5,0.5,1.0,2.0
680,0,0.0,0.0,3.0,0.38,0.0,58.92,0.5,0.5,0.0,2.0
681,0,0.0,0.0,4.0,0.37,0.09,239.11,0.4,0.5,0.0,0.0
682,0,0.0,0.0,3.0,0.43,0.09,29.82,0.4,0.5,1.0,0.0
