,진입 탈출로 개수,30m 이내 진입 탈출로 개수,최소 도로폭,교차로 개수,침엽수림 비율,산림기준 이격 거리,창문,산불 진화용수 거리,소방서와의 거리,주건물 지붕특성,불난 후 상태
0,사계 2리동 회관,,,,,,,,,,
1306,1,1.0,7.1,3.0,4.75,150.53,175.85,41.8,1.3,1.0,0.0
1307,3,3.0,2.2,3.0,9.51,146.36,172.14,41.8,1.3,1.0,0.0
1308,3,3.0,2.2,3.0,20.89,141.54,171.78,41.8,1.3,1.0,0.0
1309,3,3.0,2.2,3.0,33.17,136.5,182.91,41.8,1.3,1.0,0.0
1310,3,3.0,2.2,3.0,44.27,131.26,192.1,41.7,1.3,1.0,0.0
1311,0,0.0,0.0,1.0,0.0,0.0,53.45,42.0,1.3,0.0,0.0
1312,1,1.0,1.3,1.0,0.0,5.31,98.84,41.9,1.3,1.0,2.0
1313,0,0.0,0.0,1.0,0.0,0.0,48.38,41.9,1.3,1.0,2.0
1314,0,0.0,0.0,1.0,0.0,0.09,51.71,42.0,1.3,1.0,2.0
1315,0,0.0,0.0,1.0,0.36,2.64,4.92,41.9,1.3,1.0,2.0
1316,1,1.0,2.1,3.0,0.27,11.19,83.98,41.9,1.3,1.0,0.0
1317,0,0.0,0.0,1.0,0.48,2.53,50.11,41.9,1.3,1.0,0.0
1318,0,0.0,0.0,1.0,0.52,0.09,97.76,41.9,1.3,1.0,0.0
1319,1,1.0,2.1,3.0,0.47,13.18,60.29,41.9,1.3,,2.0
1320,0,0.0,0.0,1.0,0.55,0.06,45.79,42.0,1.3,1.0,2.0
1321,1,2.0,2.1,3.0,0.49,27.43,81.99,41.9,1.2,1.0,0.0
1322,1,3.0,1.6,3.0,52.04,142.66,94.35,42.2,1.4,1.0,2.0
1323,0,2.0,3.0,4.0,50.41,148.93,75.6,42.2,1.4,1.0,0.0
1324,1,1.0,2.5,6.0,47.69,139.83,68.2,42.2,1.3,0.0,0.0
1325,2,2.0,2.5,7.0,49.51,147.58,90.72,42.2,1.3,0.0,0.0
1326,0,2.0,3.0,4.0,54.55,134.72,321.81,42.2,1.4,1.0,0.0
1327,2,3.0,2.5,7.0,54.0,141.43,18.14,42.2,1.3,1.0,0.0
1328,1,2.0,2.5,7.0,54.21,138.72,14.52,42.2,1.3,1.0,0.0
1329,2,1.0,2.5,7.0,54.66,135.31,19.18,42.2,1.3,1.0,0.0
1330,1,1.0,2.5,7.0,55.56,131.56,23.98,42.2,1.3,1.0,0.0
1331,1,1.0,2.5,8.0,54.69,123.23,59.73,42.1,1.3,1.0,2.0
1332,1,1.0,2.5,7.0,51.56,122.09,79.11,42.1,1.3,0.0,0.0
1333,2,3.0,2.5,8.0,52.19,113.74,32.95,42.1,1.3,1.0,0.0
1334,2,2.0,3.0,7.0,56.79,132.97,52.27,42.2,1.4,1.0,0.0
1335,4,4.0,1.6,4.0,54.71,110.08,52.42,42.2,1.4,1.0,0.0
1336,0,0.0,0.0,8.0,61.55,117.25,60.74,42.1,1.3,1.0,2.0
1337,1,1.0,2.5,9.0,57.16,112.01,95.64,42.1,1.3,1.0,0.0
1338,3,3.0,1.6,4.0,54.71,98.8,90.69,42.2,1.4,1.0,2.0
1339,3,3.0,5.8,10.0,68.75,110.95,14.11,42.1,1.3,1.0,2.0
1340,3,3.0,5.8,10.0,69.15,112.29,25.98,42.1,1.3,1.0,2.0
1341,2,3.0,1.6,3.0,39.82,81.76,22.03,42.2,1.4,1.0,0.0
1342,3,3.0,5.8,11.0,72.5,103.08,59.3,42.1,1.3,1.0,2.0
1343,3,3.0,5.8,9.0,73.69,91.66,41.13,42.1,1.3,1.0,2.0
1344,3,3.0,1.6,9.0,71.66,84.39,25.57,42.1,1.3,1.0,2.0
1345,0,0.0,0.0,5.0,97.55,46.25,22.98,42.2,1.4,1.0,2.0
1346,1,1.0,2.5,9.0,98.43,55.02,66.82,42.1,1.3,1.0,2.0
1347,1,1.0,2.5,8.0,98.57,46.74,64.28,42.1,1.3,1.0,0.0
1348,2,2.0,1.9,9.0,98.1,53.83,54.17,42.1,1.3,1.0,0.0
1349,2,2.0,1.6,2.0,1.1,31.25,42.74,42.2,1.4,1.0,0.0
1350,0,1.0,1.6,3.0,1.03,31.25,6.05,42.2,1.4,1.0,2.0
1351,1,2.0,0.8,6.0,1.02,31.25,85.54,42.2,1.3,1.0,2.0
1352,1,2.0,0.8,7.0,0.46,31.25,49.25,42.1,1.3,0.0,0.0
1353,1,1.0,7.6,3.0,1.19,31.25,44.64,42.2,1.4,1.0,2.0
1354,1,1.0,1.6,4.0,0.98,31.25,29.52,42.2,1.4,1.0,0.0
1355,2,3.0,0.8,8.0,0.83,31.25,68.52,42.1,1.3,0.0,0.0
1356,1,1.0,1.6,4.0,0.98,31.25,29.52,42.2,1.4,1.0,2.0
1357,2,2.0,0.8,7.0,0.68,31.25,12.96,42.1,1.3,1.0,0.0
1358,1,2.0,0.8,8.0,0.78,31.25,17.63,42.1,1.3,1.0,0.0
1359,3,3.0,0.8,8.0,0.8,31.25,16.65,42.1,1.3,1.0,2.0
1360,2,2.0,1.6,4.0,0.99,31.25,107.14,42.2,1.4,0.0,2.0
1361,2,2.0,1.6,6.0,0.6,31.25,76.61,42.1,1.3,1.0,0.0
1362,3,3.0,2.3,8.0,0.7,31.25,75.25,42.1,1.3,1.0,0.0
1363,2,2.0,1.8,7.0,0.53,31.25,311.17,42.1,1.3,1.0,0.0
1364,3,3.0,2.3,9.0,0.67,31.25,19.7,42.1,1.3,1.0,0.0
1365,3,4.0,2.3,10.0,0.77,31.25,60.61,42.1,1.3,1.0,2.0
1366,2,4.0,2.3,8.0,0.62,31.25,57.25,42.1,1.3,1.0,0.0
1367,2,4.0,2.3,13.0,0.75,31.25,61.17,42.1,1.3,1.0,2.0
1368,3,4.0,2.3,13.0,0.82,31.25,42.68,42.1,1.3,1.0,0.0
1369,2,3.0,1.8,7.0,0.69,31.25,55.81,42.1,1.3,1.0,0.0
1370,3,5.0,1.8,8.0,0.68,31.25,54.46,42.1,1.3,1.0,0.0
1371,3,5.0,1.8,10.0,0.74,31.25,10.45,42.1,1.3,1.0,2.0
1372,2,4.0,2.3,11.0,0.76,31.25,12.53,42.1,1.3,1.0,2.0
1373,1,1.0,6.3,6.0,24.91,31.25,22.32,42.2,1.4,1.0,0.0
1374,2,3.0,1.8,9.0,1.44,31.25,58.06,42.1,1.3,1.0,2.0
1375,0,0.0,0.0,1.0,0.0,136.07,28.93,39.1,2.3,1.0,0.0
1376,1,1.0,3.8,2.0,0.0,113.01,234.84,39.1,2.3,1.0,0.0
1377,2,2.0,1.4,3.0,0.0,67.49,625.82,39.0,2.3,0.0,0.0
1378,2,2.0,6.4,3.0,2.87,47.65,874.14,39.0,2.3,0.0,0.0
1379,1,1.0,3.8,1.0,0.0,128.26,42.34,39.1,2.2,1.0,0.0
1380,1,1.0,3.8,1.0,0.0,116.48,67.48,39.1,2.2,1.0,0.0
1381,1,2.0,3.8,4.0,6.74,87.99,561.43,39.0,2.2,0.0,0.0
1382,2,2.0,3.8,8.0,8.0,84.37,815.1,39.0,2.2,0.0,0.0
1383,0,0.0,0.0,0.0,4.13,6.25,402.41,39.1,2.3,1.0,1.0
1384,0,0.0,0.0,0.0,0.05,0.09,408.6,39.1,2.3,0.0,1.0
1385,1,1.0,2.1,1.0,2.98,16.27,70.76,39.0,2.3,1.0,0.0
1386,2,2.0,2.1,1.0,0.0,12.87,105.49,39.0,2.2,1.0,2.0
1387,2,3.0,1.5,1.0,0.0,15.68,144.46,39.0,2.2,1.0,2.0
1388,1,1.0,3.7,1.0,0.0,1.4,17.71,39.0,2.2,1.0,2.0
1389,0,0.0,0.0,1.0,0.0,0.5,34.56,39.0,2.2,1.0,2.0
1390,2,3.0,1.5,1.0,0.0,11.85,73.27,39.0,2.2,1.0,2.0
1391,0,0.0,0.0,0.0,0.0,0.06,29.72,39.1,2.3,1.0,0.0
1392,1,1.0,5.4,1.0,1.05,0.06,57.66,39.0,2.3,1.0,0.0
1393,0,0.0,0.0,2.0,0.03,0.0,359.25,39.0,2.2,0.0,0.0
1394,1,1.0,5.4,3.0,1.07,0.09,132.84,39.0,2.2,0.0,0.0
1395,0,0.0,0.0,2.0,0.64,0.06,246.24,39.0,2.3,0.0,0.0
1396,0,0.0,0.0,2.0,2.57,0.0,178.68,39.0,2.3,0.0,0.0
1397,0,0.0,0.0,2.0,0.37,10.34,557.8,39.0,2.2,0.0,0.0
1398,0,0.0,0.0,2.0,1.77,0.06,77.16,39.0,2.3,0.0,0.0
1399,1,1.0,5.1,2.0,0.34,0.06,1714.58,39.1,2.2,1.0,0.0
1400,0,0.0,0.0,1.0,0.0,0.09,316.01,39.3,2.2,0.0,0.0
1401,1,1.0,25.8,1.0,13.01,0.09,101.25,39.3,2.1,0.0,0.0
1402,0,0.0,0.0,0.0,0.14,0.06,33.84,39.1,1.7,1.0,2.0
1403,0,0.0,0.0,0.0,35.28,0.06,649.81,39.1,1.6,1.0,0.0
1404,1,1.0,1.3,0.0,28.98,0.0,368.58,39.1,1.6,1.0,0.0
1405,1,1.0,1.3,0.0,17.2,0.06,724.18,39.1,1.6,1.0,0.0
1406,1,1.0,1.3,0.0,25.33,0.06,910.4,39.1,1.6,1.0,0.0
1407,1,1.0,1.3,0.0,17.54,0.12,692.29,39.0,1.6,1.0,0.0
1408,2,2.0,1.3,1.0,26.48,5.5,212.89,39.0,1.6,1.0,0.0
1409,0,0.0,0.0,1.0,0.0,31.25,113.4,38.9,1.3,1.0,0.0
1410,0,0.0,0.0,1.0,0.0,31.25,975.24,38.9,1.3,1.0,0.0
1411,0,1.0,3.4,1.0,0.0,31.25,85.71,38.9,1.3,1.0,0.0
1412,0,2.0,0.9,1.0,0.0,31.25,829.44,38.9,1.3,1.0,0.0
1413,0,2.0,0.9,1.0,0.0,31.25,108.0,38.9,1.3,1.0,0.0
1414,0,2.0,0.9,1.0,0.0,31.25,755.09,38.9,1.3,0.0,0.0
1415,2,2.0,5.2,3.0,0.06,31.25,575.99,38.8,1.3,1.0,0.0
1416,0,0.0,0.0,1.0,0.0,31.25,16.16,38.9,1.3,1.0,0.0
1417,1,1.0,5.2,1.0,10.45,31.25,659.09,38.9,1.3,0.0,0.0
1418,0,0.0,0.0,1.0,0.0,31.25,13.31,38.9,1.2,1.0,0.0
1419,0,0.0,0.0,2.0,0.0,31.25,426.24,38.9,1.2,0.0,0.0
1420,1,1.0,1.8,2.0,0.6,51.86,49.77,39.0,1.3,1.0,0.0
1421,2,2.0,1.8,2.0,4.29,39.09,4.97,38.9,1.3,1.0,0.0
1422,3,3.0,1.8,4.0,3.44,28.52,97.98,38.9,1.3,1.0,0.0
1423,2,2.0,1.8,5.0,4.13,11.81,94.55,38.9,1.3,1.0,0.0
1424,3,3.0,2.4,3.0,4.56,45.1,65.0,38.9,1.3,1.0,0.0
1425,2,2.0,1.8,5.0,4.56,33.47,103.81,38.9,1.3,0.0,0.0
1426,2,2.0,1.8,6.0,3.99,22.13,123.03,38.9,1.3,0.0,0.0
1427,2,2.0,1.8,6.0,3.88,11.18,35.25,38.9,1.3,0.0,0.0
1428,2,2.0,1.8,6.0,4.58,0.06,117.85,38.9,1.3,1.0,0.0
1429,2,2.0,1.8,6.0,4.58,0.06,117.85,38.9,1.3,1.0,0.0
1430,1,1.0,1.8,7.0,10.79,27.96,328.03,38.9,1.2,0.0,0.0
1431,3,3.0,2.8,10.0,8.1,48.56,215.65,38.8,1.3,0.0,0.0
1432,0,1.0,0.5,1.0,4.38,92.16,13.82,38.8,1.0,1.0,0.0
1433,0,1.0,0.5,1.0,11.21,83.36,26.01,38.8,1.0,1.0,0.0
1434,1,1.0,2.8,1.0,9.99,79.59,34.68,38.8,1.0,1.0,0.0
1435,1,1.0,2.8,1.0,8.34,87.02,56.22,38.8,1.0,1.0,0.0
1436,1,1.0,2.8,0.0,16.97,88.84,255.57,38.7,1.0,0.0,0.0
1437,0,1.0,0.5,1.0,1.56,79.27,35.87,38.8,1.0,0.0,0.0
1438,0,1.0,0.5,1.0,11.71,78.84,12.53,38.8,1.0,1.0,0.0
1439,0,0.0,0.0,1.0,10.7,69.67,46.56,38.8,1.0,0.0,0.0
1440,1,1.0,2.8,1.0,8.9,64.45,184.69,38.8,1.0,0.0,0.0
1441,0,0.0,0.0,1.0,13.18,63.29,42.34,38.8,1.0,1.0,0.0
1442,0,0.0,0.0,1.0,9.92,57.54,104.03,38.8,1.0,1.0,0.0
1443,2,2.0,0.5,1.0,13.13,64.16,60.48,38.8,1.0,1.0,0.0
1444,2,2.0,0.5,1.0,14.54,63.01,47.98,38.8,1.0,1.0,0.0
1445,1,1.0,3.1,2.0,13.77,43.75,37.44,38.8,1.0,1.0,0.0
1446,1,1.0,3.1,3.0,14.47,35.78,21.43,38.8,1.0,1.0,0.0
1447,0,0.0,0.0,2.0,9.7,35.5,1025.35,38.7,1.0,1.0,0.0
1448,1,1.0,2.8,2.0,15.92,33.73,1156.06,38.7,1.0,1.0,0.0
1449,0,1.0,3.1,3.0,14.56,29.74,12.9,38.8,1.0,1.0,0.0
1450,0,1.0,3.1,3.0,14.03,30.5,10.44,38.8,1.0,1.0,0.0
1451,2,2.0,2.8,3.0,13.61,6.64,446.0,38.7,0.9,0.0,0.0
1452,2,2.0,2.8,3.0,13.61,6.64,446.0,38.7,0.9,1.0,0.0
1453,1,1.0,3.1,3.0,14.3,13.88,51.32,38.7,0.9,1.0,0.0
1454,1,1.0,3.1,4.0,15.64,10.38,29.64,38.8,0.9,1.0,0.0
1455,1,1.0,3.1,4.0,16.68,13.28,37.09,38.8,0.9,1.0,0.0
1456,2,2.0,1.4,3.0,29.75,32.43,96.77,38.7,0.9,1.0,0.0
1457,1,1.0,3.1,4.0,14.99,0.09,16.52,38.7,0.9,1.0,0.0
1458,2,2.0,1.4,4.0,16.29,0.09,30.34,38.7,0.9,1.0,0.0
1459,3,3.0,1.4,4.0,17.93,0.06,24.51,38.7,0.9,1.0,0.0
1460,3,3.0,1.4,4.0,20.22,1.19,57.1,38.7,0.9,1.0,0.0
1461,2,3.0,1.4,4.0,34.61,23.57,390.6,38.7,0.9,1.0,0.0
1462,1,3.0,1.6,1.0,23.07,31.25,50.8,38.7,0.8,1.0,0.0
1463,1,1.0,6.1,5.0,25.24,31.25,32.82,38.7,0.8,1.0,0.0
1464,2,3.0,1.6,5.0,31.78,31.25,50.11,38.7,0.8,1.0,0.0
1465,1,3.0,1.6,1.0,26.75,31.25,93.23,38.7,0.8,1.0,0.0
1466,1,3.0,1.6,3.0,31.09,31.25,15.55,38.7,0.8,1.0,0.0
1467,3,3.0,1.6,5.0,35.64,31.25,33.16,38.7,0.8,1.0,0.0
1468,2,3.0,1.6,6.0,36.58,31.25,25.34,38.7,0.8,1.0,0.0
1469,0,0.0,0.0,6.0,45.77,31.25,35.91,38.7,0.8,1.0,0.0
1470,0,0.0,0.0,6.0,52.39,31.25,48.43,38.6,0.8,0.0,0.0
1471,1,3.0,1.6,2.0,26.75,31.25,41.99,38.7,0.8,1.0,0.0
1472,2,3.0,1.6,4.0,27.41,31.25,49.9,38.7,0.8,1.0,0.0
1473,2,2.0,4.0,1.0,26.75,31.25,25.39,38.7,0.8,1.0,0.0
1474,2,2.0,4.0,2.0,26.75,31.25,45.03,38.7,0.8,1.0,0.0
1475,2,3.0,4.0,4.0,28.45,31.25,53.52,38.7,0.8,1.0,0.0
1476,2,3.0,1.6,5.0,34.95,31.25,52.7,38.7,0.8,1.0,0.0
1477,2,3.0,1.6,5.0,39.44,31.25,8.64,38.7,0.8,1.0,0.0
1478,1,1.0,2.7,7.0,44.37,31.25,43.56,38.7,0.8,1.0,0.0
1479,2,3.0,1.6,5.0,34.95,31.25,52.7,38.7,0.8,1.0,0.0
1480,1,1.0,2.7,7.0,49.25,31.25,169.49,38.6,0.8,0.0,0.0
1481,2,2.0,4.0,4.0,26.99,31.25,43.55,38.7,0.8,0.0,0.0
1482,2,2.0,4.0,1.0,26.73,31.25,23.33,38.7,0.8,0.0,0.0
1483,1,1.0,2.7,7.0,46.65,31.25,41.13,38.7,0.8,0.0,0.0
1484,1,1.0,4.0,3.0,26.2,31.25,39.6,38.7,0.8,1.0,0.0
1485,2,2.0,4.0,4.0,28.18,31.25,33.12,38.7,0.8,1.0,0.0
1486,2,2.0,4.0,4.0,30.62,31.25,39.66,38.7,0.8,0.0,0.0
1487,2,2.0,4.0,5.0,38.2,31.25,62.67,38.7,0.8,1.0,0.0
1488,1,1.0,2.7,5.0,46.59,31.25,32.49,38.7,0.8,1.0,0.0
1489,1,1.0,2.7,8.0,48.07,31.25,30.41,38.7,0.8,1.0,0.0
1490,1,1.0,2.7,8.0,48.07,31.25,30.41,38.7,0.8,1.0,0.0
1491,1,1.0,2.7,8.0,49.46,31.25,8.28,38.7,0.8,1.0,0.0
1492,3,3.0,1.1,8.0,74.7,31.25,10.11,38.6,0.8,1.0,0.0
1493,2,2.0,2.7,6.0,47.06,31.25,25.72,38.7,0.8,1.0,0.0
1494,3,3.0,2.7,8.0,56.36,31.25,52.53,38.6,0.8,1.0,0.0
1495,1,1.0,2.7,8.0,52.2,31.25,42.74,38.7,0.8,1.0,0.0
1496,1,1.0,2.7,8.0,54.63,31.25,40.45,38.7,0.8,1.0,0.0
1497,4,4.0,2.7,10.0,68.22,31.25,44.35,38.6,0.8,1.0,0.0
1498,4,5.0,1.1,10.0,81.72,31.25,41.13,38.6,0.8,1.0,0.0
1499,1,1.0,2.7,8.0,56.63,31.25,23.44,38.7,0.8,1.0,0.0
1500,1,1.0,4.0,5.0,33.58,31.25,58.75,38.7,0.8,1.0,0.0
1501,1,1.0,4.0,5.0,43.56,31.25,13.84,38.7,0.8,1.0,0.0
1502,2,2.0,2.7,6.0,49.57,31.25,40.39,38.7,0.8,1.0,0.0
1503,1,1.0,2.7,8.0,54.25,31.25,27.88,38.7,0.8,1.0,0.0
1504,1,1.0,2.7,8.0,57.0,31.25,25.92,38.7,0.8,1.0,0.0
1505,3,5.0,2.7,9.0,59.11,31.25,31.05,38.6,0.8,1.0,0.0
1506,4,5.0,2.7,9.0,75.53,31.25,45.94,38.6,0.8,1.0,0.0
1507,4,5.0,1.1,10.0,81.72,31.25,41.13,38.6,0.8,1.0,0.0
1508,0,1.0,4.0,7.0,45.57,31.25,39.6,38.7,0.8,1.0,0.0
1509,2,2.0,2.7,7.0,47.69,31.25,7.86,38.7,0.8,1.0,0.0
1510,2,2.0,2.7,8.0,53.46,31.25,58.03,38.7,0.8,1.0,0.0
1511,2,3.0,2.7,9.0,59.83,31.25,35.19,38.6,0.8,1.0,0.0
1512,1,3.0,2.7,8.0,59.84,31.25,25.92,38.6,0.8,1.0,0.0
1513,4,5.0,2.7,9.0,71.95,31.25,58.98,38.6,0.8,1.0,0.0
1514,0,1.0,4.0,7.0,41.09,31.25,69.52,38.7,0.8,1.0,0.0
1515,0,1.0,4.0,7.0,45.57,31.25,39.6,38.7,0.8,1.0,0.0
1516,2,2.0,2.7,7.0,52.02,31.25,29.03,38.7,0.8,1.0,0.0
1517,2,2.0,2.7,9.0,54.63,31.25,38.88,38.7,0.8,1.0,0.0
1518,2,3.0,2.7,9.0,59.66,31.25,31.13,38.6,0.8,1.0,0.0
1519,3,5.0,2.7,11.0,62.14,31.25,38.16,38.6,0.8,1.0,0.0
1520,4,5.0,2.7,9.0,69.08,31.25,58.85,38.6,0.8,0.0,0.0
1521,4,5.0,2.7,9.0,76.47,31.25,16.13,38.6,0.8,1.0,0.0
1522,3,3.0,4.3,10.0,87.85,31.25,37.76,38.6,0.8,1.0,0.0
1523,0,1.0,4.0,7.0,48.65,31.25,20.79,38.7,0.8,1.0,0.0
1524,1,1.0,4.0,7.0,51.31,31.25,29.78,38.7,0.8,1.0,0.0
1525,2,2.0,2.7,7.0,53.51,31.25,35.19,38.7,0.8,1.0,0.0
1526,0,1.0,4.0,7.0,50.51,31.25,54.43,38.7,0.8,1.0,0.0
1527,1,1.0,4.0,7.0,52.9,31.25,33.44,38.7,0.8,1.0,0.0
1528,3,3.0,2.7,8.0,58.33,31.25,31.75,38.7,0.8,1.0,0.0
1529,4,5.0,2.7,11.0,62.92,31.25,25.39,38.6,0.8,1.0,0.0
1530,4,5.0,2.7,9.0,74.82,31.25,12.05,38.6,0.8,1.0,0.0
1531,0,1.0,4.0,7.0,42.16,31.25,106.7,38.7,0.8,1.0,0.0
1532,3,2.0,3.4,7.0,58.51,31.25,31.81,38.7,0.8,0.0,0.0
1533,1,3.0,2.7,9.0,60.22,31.25,58.97,38.6,0.8,1.0,0.0
1534,4,5.0,2.7,10.0,62.86,31.25,64.63,38.6,0.8,1.0,0.0
1535,4,5.0,2.7,10.0,63.44,31.25,36.69,38.6,0.8,1.0,0.0
1536,4,5.0,2.7,9.0,70.32,31.25,24.8,38.6,0.8,1.0,0.0
1537,4,5.0,2.7,9.0,84.06,31.25,57.25,38.6,0.8,0.0,0.0
1538,1,1.0,4.0,7.0,53.95,31.25,20.78,38.7,0.8,1.0,0.0
1539,4,5.0,2.7,10.0,67.36,31.25,49.28,38.6,0.8,0.0,0.0
1540,4,5.0,2.7,9.0,82.86,31.25,16.33,38.6,0.8,1.0,0.0
1541,1,1.0,4.0,7.0,53.58,31.25,40.92,38.7,0.7,1.0,0.0
1542,3,5.0,2.3,11.0,59.33,31.25,210.77,38.6,0.7,1.0,0.0
1543,1,1.0,4.0,6.0,51.49,31.25,46.77,38.7,0.7,1.0,0.0
1544,0,0.0,0.0,0.0,53.78,31.25,628.14,38.7,0.8,0.0,0.0
1545,0,0.0,0.0,0.0,54.24,31.25,479.0,38.7,0.8,1.0,0.0
1546,0,0.0,0.0,0.0,58.88,31.25,77.76,38.7,0.8,1.0,0.0
1547,0,0.0,0.0,1.0,60.59,31.25,41.47,38.7,0.8,1.0,0.0
1548,0,0.0,0.0,1.0,58.95,31.25,24.48,38.7,0.8,1.0,0.0
1549,0,0.0,0.0,1.0,62.21,31.25,46.27,38.7,0.8,0.0,0.0
1550,0,0.0,0.0,1.0,63.1,31.25,26.14,38.7,0.8,1.0,0.0
1551,0,0.0,0.0,1.0,60.59,31.25,8.94,38.7,0.8,1.0,0.0
1552,0,0.0,0.0,1.0,62.83,31.25,30.34,38.7,0.8,0.0,0.0
1553,1,1.0,1.8,5.0,84.9,31.25,120.96,38.7,0.8,0.0,0.0
1554,0,1.0,1.8,6.0,98.66,31.25,209.16,38.7,0.8,0.0,0.0
1555,2,3.0,1.6,5.0,31.78,31.25,50.11,38.7,0.8,0.0,0.0
1556,3,3.0,1.6,5.0,35.64,31.25,33.16,38.7,0.8,0.0,0.0
1557,0,0.0,0.0,6.0,45.77,31.25,35.91,38.7,0.8,1.0,0.0
1558,0,0.0,0.0,6.0,52.39,31.25,48.43,38.6,0.8,1.0,0.0
1559,1,1.0,2.7,7.0,45.69,31.25,82.08,38.7,0.8,0.0,0.0
1560,2,3.0,4.0,4.0,28.45,31.25,53.52,38.7,0.8,0.0,0.0
1561,2,3.0,1.6,5.0,39.44,31.25,8.64,38.7,0.8,0.0,0.0
1562,1,1.0,3.3,2.0,28.46,31.25,1029.6,38.6,0.6,0.0,0.0
1563,1,1.0,3.3,4.0,35.98,31.25,463.8,38.6,0.6,1.0,0.0
1564,0,0.0,0.0,3.0,35.66,31.25,1073.23,38.6,0.5,1.0,0.0
1565,2,3.0,2.3,2.0,22.47,31.25,433.54,38.7,0.5,0.0,0.0
1566,1,1.0,6.3,2.0,0.0,31.25,27.72,38.7,0.6,0.0,0.0
1567,2,2.0,4.2,2.0,0.0,31.25,35.68,38.7,0.6,0.0,0.0
1568,1,1.0,6.3,2.0,0.0,31.25,23.99,38.7,0.6,1.0,0.0
1569,1,1.0,6.3,2.0,0.0,31.25,28.34,38.7,0.6,0.0,0.0
1570,2,2.0,4.2,2.0,0.0,31.25,10.02,38.7,0.6,1.0,0.0
1571,2,3.0,1.8,5.0,0.0,31.25,36.94,38.6,0.5,0.0,0.0
1572,2,2.0,1.8,8.0,6.23,31.25,19.48,38.6,0.5,1.0,0.0
1573,2,2.0,1.8,8.0,8.26,31.25,22.91,38.6,0.5,1.0,0.0
1574,1,1.0,6.3,2.0,0.0,31.25,17.11,38.7,0.6,1.0,0.0
1575,1,1.0,6.3,2.0,0.0,31.25,23.59,38.7,0.6,1.0,0.0
1576,2,2.0,1.8,6.0,23.4,31.25,32.57,38.6,0.5,1.0,0.0
1577,2,2.0,1.8,7.0,27.75,31.25,8.99,38.6,0.5,0.0,0.0
1578,2,2.0,1.8,7.0,26.51,31.25,16.89,38.6,0.5,1.0,0.0
1579,2,2.0,1.8,8.0,35.29,31.25,23.5,38.6,0.5,1.0,0.0
1580,1,1.0,6.3,2.0,0.0,31.25,25.27,38.7,0.6,1.0,0.0
1581,1,1.0,6.3,3.0,0.0,31.25,16.33,38.7,0.6,1.0,0.0
1582,1,1.0,6.3,3.0,0.0,31.25,18.14,38.7,0.5,0.0,0.0
1583,2,2.0,1.8,6.0,38.91,31.25,28.45,38.6,0.5,0.0,0.0
1584,2,2.0,1.8,6.0,35.69,31.25,14.76,38.6,0.5,0.0,0.0
1585,2,2.0,1.8,8.0,45.77,31.25,23.5,38.6,0.5,1.0,0.0
1586,1,1.0,1.7,10.0,48.82,31.25,17.64,38.6,0.5,1.0,0.0
1587,1,1.0,6.3,3.0,0.0,31.25,25.34,38.7,0.6,1.0,0.0
1588,1,2.0,0.8,3.0,79.77,31.25,38.71,38.6,0.5,1.0,0.0
1589,4,4.0,0.8,4.0,55.91,31.25,36.12,38.6,0.5,1.0,0.0
1590,2,2.0,1.8,10.0,49.31,31.25,60.78,38.6,0.5,1.0,0.0
1591,1,1.0,1.8,10.0,55.44,31.25,23.99,38.6,0.5,1.0,0.0
1592,1,1.0,1.7,10.0,58.32,31.25,20.79,38.6,0.5,1.0,0.0
1593,0,1.0,1.7,10.0,50.08,31.25,48.44,38.6,0.5,0.0,0.0
1594,4,5.0,0.9,10.0,50.58,31.25,16.29,38.6,0.5,1.0,0.0
1595,2,1.0,6.3,3.0,0.0,31.25,27.82,38.7,0.5,0.0,0.0
1596,2,2.0,0.8,3.0,0.0,31.25,21.77,38.7,0.5,0.0,0.0
1597,1,2.0,0.8,3.0,0.0,31.25,108.99,38.6,0.5,1.0,0.0
1598,2,2.0,1.8,9.0,46.28,31.25,143.77,38.6,0.5,1.0,0.0
1599,2,2.0,1.7,10.0,60.42,31.25,28.34,38.6,0.5,1.0,0.0
1600,1,2.0,0.8,3.0,90.09,31.25,41.76,38.6,0.5,1.0,0.0
1601,0,1.0,0.8,4.0,55.15,31.25,19.63,38.6,0.5,1.0,0.0
1602,0,1.0,0.8,6.0,48.97,31.25,57.02,38.6,0.5,0.0,0.0
1603,0,0.0,0.0,10.0,51.06,31.25,52.68,38.6,0.5,1.0,0.0
1604,0,0.0,0.0,10.0,64.83,31.25,41.98,38.6,0.5,1.0,0.0
1605,0,1.0,0.8,4.0,56.34,31.25,26.57,38.6,0.5,1.0,0.0
1606,0,1.0,0.8,5.0,51.14,31.25,58.92,38.6,0.5,1.0,0.0
1607,0,0.0,0.0,10.0,63.11,31.25,13.31,38.6,0.5,1.0,0.0
1608,0,0.0,0.0,9.0,51.75,31.25,49.28,38.6,0.5,0.0,0.0
1609,0,0.0,0.0,8.0,50.33,31.25,55.34,38.6,0.5,1.0,0.0
1610,1,1.0,1.8,11.0,62.85,31.25,41.98,38.6,0.5,1.0,0.0
1611,1,1.0,2.2,9.0,49.65,31.25,19.58,38.6,0.5,1.0,0.0
1612,2,2.0,1.8,11.0,58.7,31.25,185.07,38.6,0.5,1.0,0.0
1613,1,0.0,0.0,8.0,68.42,31.25,161.48,38.7,0.6,0.0,0.0
